taxonomy_id,name,parent_id,parent_name
PL-7600.8000,Scenic Air Tours,PL-7600,Sightseeing/Guided Tours
PL-7600.8200,Scenic Bridges,PL-7600,Sightseeing/Guided Tours
PL-7600.8300,Scenic Canals,PL-7600,Sightseeing/Guided Tours
PL-7600.8350,Scenic Canyons,PL-7600,Sightseeing/Guided Tours
PL-7600.8400,Scenic Deserts,PL-7600,Sightseeing/Guided Tours
PL-7600.8500,Scenic Lookouts,PL-7600,Sightseeing/Guided Tours
PL-7600.8550,Scenic Parkways,PL-7600,Sightseeing/Guided Tours
PL-7600.9000,TV Show Tapings,PL-7600,Sightseeing/Guided Tours
PL-7600.9200,Urban Tours,PL-7600,Sightseeing/Guided Tours
PL-7600.9200-100,Bus Tours,PL-7600.9200,Urban Tours
PL-7600.9200-150,Carriage Rides,PL-7600.9200,Urban Tours
PL-7600.9200-200,Day Cruises,PL-7600.9200,Urban Tours
PL-7600.9200-700,Rail Tours,PL-7600.9200,Urban Tours
PL-7600.9250,Walking Tours,PL-7600,Sightseeing/Guided Tours
PL-7600.9300,Wildlife Viewing Excursions,PL-7600,Sightseeing/Guided Tours
PL-7600.9300-050,Airboat Tours,PL-7600.9300,Wildlife Viewing Excursions
PL-7600.9300-100,Bird Watching Tours/Festivals,PL-7600.9300,Wildlife Viewing Excursions
PL-7600.9300-200,Glass Bottom Boat Tours,PL-7600.9300,Wildlife Viewing Excursions
PL-7600.9300-750,Safaris,PL-7600.9300,Wildlife Viewing Excursions
PL-7600.9300-800,Submersible Tours,PL-7600.9300,Wildlife Viewing Excursions
PL-7600.9300-900,Whale Watching Tours,PL-7600.9300,Wildlife Viewing Excursions
PL-7600.9500,Winery Tours,PL-7600,Sightseeing/Guided Tours
PL-7700,Special Events,PL,Leisure Activities/Recreation
PL-7700.0200,Air Shows,PL-7700,Special Events
PL-7700.0800,Carnivals,PL-7700,Special Events
PL-7700.1200,Commemorative Events,PL-7700,Special Events
PL-7700.1300,Community Celebrations/Festivals,PL-7700,Special Events
PL-7700.1900,Dedication Ceremonies,PL-7700,Special Events
PL-7700.2000,Fairs/Exhibitions,PL-7700,Special Events
PL-7700.2000-050,Auctions,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-100,Collectible/Antique Fairs,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-150,County/State Fairs,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-180,Crafts Fairs,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-200,Fashion Shows,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-250,Food Festivals,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-280,Garage/Estate Sales,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-300,Garden/Flower Shows,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-750,Street Fairs,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-800,Swap Meets,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-850,Trade Shows,PL-7700.2000,Fairs/Exhibitions
PL-7700.2000-950,World's Fairs,PL-7700.2000,Fairs/Exhibitions
PL-7700.2400,Fireworks Displays,PL-7700,Special Events
PL-7700.3300,Inaugurations,PL-7700,Special Events
PL-7700.6000,Neighborhood Picnics,PL-7700,Special Events
PL-7700.6500,Parades,PL-7700,Special Events
PL-8000,Spectator Sports,PL,Leisure Activities/Recreation
PL-8000.1000,Boat Racing,PL-8000,Spectator Sports
PL-8000.1000-600,Power Boat Racing,PL-8000.1000,Boat Racing
PL-8000.1000-700,Rowing Competitions,PL-8000.1000,Boat Racing
PL-8000.1000-950,Yacht Racing,PL-8000.1000,Boat Racing
PL-8000.1500,College/University Sports,PL-8000,Spectator Sports
PL-8000.1500-100,College Baseball,PL-8000.1500,College/University Sports
PL-8000.1500-150,College Basketball,PL-8000.1500,College/University Sports
PL-8000.1500-170,College Cross Country,PL-8000.1500,College/University Sports
PL-8000.1500-200,College Equestrian,PL-8000.1500,College/University Sports
PL-8000.1500-250,College Football,PL-8000.1500,College/University Sports
PL-8000.1500-300,College Golf,PL-8000.1500,College/University Sports
PL-8000.1500-330,College Gymnastics,PL-8000.1500,College/University Sports
PL-8000.1500-400,College Ice Hockey,PL-8000.1500,College/University Sports
PL-8000.1500-450,College Lacrosse,PL-8000.1500,College/University Sports
PL-8000.1500-550,College Rowing,PL-8000.1500,College/University Sports
PL-8000.1500-600,College Rugby,PL-8000.1500,College/University Sports
PL-8000.1500-630,College Skiing,PL-8000.1500,College/University Sports
PL-8000.1500-650,College Soccer,PL-8000.1500,College/University Sports
PL-8000.1500-700,College Softball,PL-8000.1500,College/University Sports
PL-8000.1500-750,College Swimming,PL-8000.1500,College/University Sports
PL-8000.1500-800,College Tennis,PL-8000.1500,College/University Sports
PL-8000.1500-850,College Track and Field,PL-8000.1500,College/University Sports
PL-8000.1500-900,College Volleyball,PL-8000.1500,College/University Sports
PL-8000.1500-930,College Water Polo,PL-8000.1500,College/University Sports
PL-8000.1500-950,College Wrestling,PL-8000.1500,College/University Sports
PL-8000.1600,Cycling Competitions,PL-8000,Spectator Sports
PL-8000.1650,Diving Competitions,PL-8000,Spectator Sports
PL-8000.1800,Equestrian Events,PL-8000,Spectator Sports
PL-8000.1800-150,Carriage Driving Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-200,Dressage Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-250,Endurance Riding Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-300,Equestrian Vaulting Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-330,Equitation Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-350,Eventing Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-400,Gymkhanas,PL-8000.1800,Equestrian Events
PL-8000.1800-450,Horse Shows,PL-8000.1800,Equestrian Events
PL-8000.1800-500,Jousting Competitions/Performances,PL-8000.1800,Equestrian Events
PL-8000.1800-800,Show Jumping Competitions,PL-8000.1800,Equestrian Events
PL-8000.1800-850,Steeplechase Events,PL-8000.1800,Equestrian Events
PL-8000.1900,Figure Skating Competitions,PL-8000,Spectator Sports
PL-8000.1900-330,Ice Dancing Competitions,PL-8000.1900,Figure Skating Competitions
PL-8000.1900-650,Pairs Figure Skating Competitions,PL-8000.1900,Figure Skating Competitions
PL-8000.1900-800,Singles Figure Skating Competitions,PL-8000.1900,Figure Skating Competitions
PL-8000.1900-850,Synchronized Team Skating Competitions,PL-8000.1900,Figure Skating Competitions
PL-8000.2000,Gymnastics Competitions,PL-8000,Spectator Sports
PL-8000.3000,High School Sports,PL-8000,Spectator Sports
PL-8000.5000,Marathons,PL-8000,Spectator Sports
PL-8000.5250,Multisport Competitions,PL-8000,Spectator Sports
PL-8000.5250-100,Biathlon Competitions,PL-8000.5250,Multisport Competitions
PL-8000.5250-180,Duathlon Competitions,PL-8000.5250,Multisport Competitions
PL-8000.5250-650,Pentathlon Competitions,PL-8000.5250,Multisport Competitions
PL-8000.5250-850,Triathlon Competitions,PL-8000.5250,Multisport Competitions
PL-8000.5500,Olympics/Olympics Style Competitions,PL-8000,Spectator Sports
PL-8000.5500-150,,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-350,Junior Olympics,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-600,Olympic Games,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-630,Olympic Training Programs,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-660,Olympic Trials,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-680,Pan American Games,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-700,Paralympic Games,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-800,Senior Olympics,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-850,Special Olympics,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.5500-880,State Games,PL-8000.5500,Olympics/Olympics Style Competitions
PL-8000.6000,Professional Sports,PL-8000,Spectator Sports
PL-8000.6000-020,Major League Baseball,PL-8000.6000,Professional Sports
PL-8000.6000-030,Minor League Baseball,PL-8000.6000,Professional Sports
PL-8000.6000-050,Professional Auto Racing,PL-8000.6000,Professional Sports
PL-8000.6000-150,Professional Basketball,PL-8000.6000,Professional Sports
PL-8000.6000-170,Professional Billiards,PL-8000.6000,Professional Sports
PL-8000.6000-200,Professional Bowling,PL-8000.6000,Professional Sports
PL-8000.6000-230,Professional Boxing,PL-8000.6000,Professional Sports
PL-8000.6000-300,Professional Football,PL-8000.6000,Professional Sports
PL-8000.6000-350,Professional Hockey,PL-8000.6000,Professional Sports
PL-8000.6000-400,Professional Lacrosse,PL-8000.6000,Professional Sports
PL-8000.6000-500,Professional Motorcycle Racing,PL-8000.6000,Professional Sports
PL-8000.6000-600,Professional Polo,PL-8000.6000,Professional Sports
PL-8000.6000-650,Professional/Pro-Am Golf,PL-8000.6000,Professional Sports
PL-8000.6000-700,Professional Soccer,PL-8000.6000,Professional Sports
PL-8000.6000-750,Professional Tennis,PL-8000.6000,Professional Sports
PL-8000.6000-850,Professional Volleyball,PL-8000.6000,Professional Sports
PL-8000.6000-900,Professional Wrestling,PL-8000.6000,Professional Sports
PL-8000.7000,Rodeos,PL-8000,Spectator Sports
PL-8000.7600,Shooting Competitions,PL-8000,Spectator Sports
PL-8000.7800,Skiing Competitions,PL-8000,Spectator Sports
PL-8000.7900,Snowboarding Competitions,PL-8000,Spectator Sports
PL-8000.8000,Speedskating Competitions,PL-8000,Spectator Sports
PL-8000.8150,Strongman Competitions,PL-8000,Spectator Sports
PL-8000.8200,Surfing Competitions,PL-8000,Spectator Sports
PL-8000.8300,Swimming Competitions,PL-8000,Spectator Sports
PL-8000.8400,Synchronized Swimming Competitions,PL-8000,Spectator Sports
PL-8000.9000,Track Meets,PL-8000,Spectator Sports
PL-8000.9100,Tractor Pulling Events,PL-8000,Spectator Sports
PL-8000.9250,Truck Racing Events,PL-8000,Spectator Sports
PL-8500,Tickets/Reservations,PL,Leisure Activities/Recreation
PL-8700,Travel,PL,Leisure Activities/Recreation
PL-8700.0300,Accessible Travel Information,PL-8700,Travel
PL-8700.1500,Caravan Camping/Trips,PL-8700,Travel
PL-8700.1550,Charter Groups,PL-8700,Travel
PL-8700.1600,Cruises,PL-8700,Travel
PL-8700.2000,Field Trips/Excursions,PL-8700,Travel
PL-8700.3000,Home Exchange,PL-8700,Travel
PL-8700.3050,Honor Flights,PL-8700,Travel
PL-8700.8000,Study/Special Interest Tours,PL-8700,Travel
PL-8700.8000-180,Elderhostel Programs,PL-8700.8000,Study/Special Interest Tours
PL-8700.8200,Travel Clubs,PL-8700,Travel
PL-8700.8500,Travel Insurance,PL-8700,Travel
PL-8700.8550,Travel Packages,PL-8700,Travel
PL-8700.8600,Travel Planning/Booking Services,PL-8700,Travel
PL-8700.8600-100,Bed and Breakfast Reservations Agencies,PL-8700.8600,Travel Planning/Booking Services
PL-8700.8600-300,Hotel/Motel Listings,PL-8700.8600,Travel Planning/Booking Services
PL-8700.8600-850,Travel Agencies,PL-8700.8600,Travel Planning/Booking Services
PN,Mutual Support,P,Individual and Family Life
PN-8000,Support Group Clearinghouses,PN,Mutual Support
PN-8010,Support Group Development Programs,PN,Mutual Support
PN-8050,Support Group Meeting Formats,PN,Mutual Support
PN-8050.3300,In Person Support Groups,PN-8050,Support Group Meeting Formats
PN-8050.3400,Internet Support Groups,PN-8050,Support Group Meeting Formats
PN-8050.8500,Telephone Support Groups,PN-8050,Support Group Meeting Formats
PN-8100,Support Groups,PN,Mutual Support
PN-8100.0200,Abuse/Violence Related Support Groups,PN-8100,Support Groups
PN-8100.0200-100,Child Abuse Support Groups,PN-8100.0200,Abuse/Violence Related Support Groups
PN-8100.0200-130,Crime Victim Support Groups,PN-8100.0200,Abuse/Violence Related Support Groups
PN-8100.0200-180,Domestic Violence Support Groups,PN-8100.0200,Abuse/Violence Related Support Groups
PN-8100.0200-200,Elder Abuse Support Groups,PN-8100.0200,Abuse/Violence Related Support Groups
PN-8100.0200-300,Human Trafficking Support Groups,PN-8100.0200,Abuse/Violence Related Support Groups
PN-8100.0200-800,Sexual Assault/Incest Support Groups,PN-8100.0200,Abuse/Violence Related Support Groups
PN-8100.0500,Addictions/Substance Use Disorder Support Groups,PN-8100,Support Groups
PN-8100.0500-030,Adult Children of Alcoholics Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-070,Alcohol Use Disorder Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-120,Codependents Anonymous Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-130,Computer/Video Game Addiction Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-135,Co-Occurring Disorders Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-150,Debt/Overspending Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-180,Drug Use Disorder Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-195,DUI Related Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-210,Families/Friends of Compulsive Gamblers Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-230,Families/Friends of Individuals With an Alcohol Use Disorder Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-235,Families/Friends of Individuals With a Drug Use Disorder Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-250,Gambling Addiction Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-270,General Addictions/Substance Use Disorder Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-300,Hoarding Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-330,Internet Addiction Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-800,Sexual/Love Addiction Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-830,Smoking Addiction Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-900,Weight Related Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.0500-940,Workaholics Support Groups,PN-8100.0500,Addictions/Substance Use Disorder Support Groups
PN-8100.1000,Bereavement Support Groups,PN-8100,Support Groups
PN-8100.1000-030,Adult Parental Loss Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-080,Bereaved Child Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-100,Bereaved Parent Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-180,Disaster Related Bereavement Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-250,General Bereavement Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-300,Homicide Survivors Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-650,Pet Loss Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-800,Suicide Survivors Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-850,Terminal Illness Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-870,War Related Bereavement Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1000-900,Widow/Widower Support Groups,PN-8100.1000,Bereavement Support Groups
PN-8100.1100,Bullying Support Groups,PN-8100,Support Groups
PN-8100.1400,Caregiver/Care Receiver Support Groups,PN-8100,Support Groups
PN-8100.3000,Health/Disability Related Support Groups,PN-8100,Support Groups
PN-8100.4500,Lifestyle/Transition Related Support Groups,PN-8100,Support Groups
PN-8100.4500-050,Aging/Older Adult Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-080,Artistic/Creativity Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-130,Cross Dresser Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-150,Cult Related Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-200,Emotions Anonymous Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-220,Employment/Retirement Related Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-230,Families of Inmates Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-310,Homeschooling Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-330,Immigrant/Refugee Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-400,LGBTQ Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-500,Men's Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-550,Military Family Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-600,Offender/Ex-Offender Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-650,Prostitution Related Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-700,Religion/Spirituality Related Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-800,Sexual Abstinence Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-850,Veteran Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-900,Women's Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.4500-950,Youth/Student Support Groups,PN-8100.4500,Lifestyle/Transition Related Support Groups
PN-8100.5000,Mental Health Related Support Groups,PN-8100,Support Groups
PN-8100.6400,Occupation Related Support Groups,PN-8100,Support Groups
PN-8100.6500,Parenting/Family Support Groups,PN-8100,Support Groups
PN-8100.6500-030,Adoption and Foster/Kinship Care Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-120,Child Custody/Support Related Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-180,Donor Conception Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-200,Infertility Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-450,Marriage and Relationships Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-500,Missing Persons Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-650,Parent Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-670,Postabortion Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-680,Pregnancy/Childbirth Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-750,Separation/Divorce Support Groups,PN-8100.6500,Parenting/Family Support Groups
PN-8100.6500-850,Stepfamily/Blended Family Support Groups,PN-8100.6500,Parenting/Family Support Groups
PS,Social Development and Enrichment,P,Individual and Family Life
PS-1500,Children's Play Groups,PS,Social Development and Enrichment
PS-1800,Dating Services,PS,Social Development and Enrichment
PS-3300,Intergenerational Programs,PS,Social Development and Enrichment
PS-6500,Parent/Child Activity Groups,PS,Social Development and Enrichment
PS-7950,Social Club/Event Expense Assistance,PS,Social Development and Enrichment
PS-8000,Social Clubs/Events,PS,Social Development and Enrichment
PS-8000.1900,Ethnic Oriented Social Clubs,PS-8000,Social Clubs/Events
PS-8000.3000,Health/Disability Related Social Clubs,PS-8000,Social Clubs/Events
PS-8000.4000,LGBTQ Social Clubs,PS-8000,Social Clubs/Events
PS-8000.5000,Men's Social Clubs,PS-8000,Social Clubs/Events
PS-8000.6000,Older Adult Social Clubs,PS-8000,Social Clubs/Events
PS-8000.8000,Singles Clubs,PS-8000,Social Clubs/Events
PS-8000.8100,Social Dining Clubs/Societies,PS-8000,Social Clubs/Events
PS-8000.9000,Women's Social Clubs,PS-8000,Social Clubs/Events
PS-8200,Special Interest Clubs,PS,Social Development and Enrichment
PS-8200.0400,Amateur Radio Clubs,PS-8200,Special Interest Clubs
PS-8200.0550,Arts and Crafts Clubs,PS-8200,Special Interest Clubs
PS-8200.0550-020,Balloon Sculpting Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-040,Basket Weaving Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-060,Batik/Tie Dye Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-070,Beadwork Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-100,Calligraphy Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-110,Candle Making Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-140,Ceramics Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-180,Decoupage Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-190,Doll Making Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-230,Felting Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-260,General Crafts Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-270,Glass Art Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-350,Jewelry Making Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-450,Leather Arts Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-500,Macrame Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-620,Origami Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-650,Painting/Drawing Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-660,Papermaking Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-670,Photography Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-700,Puppetry Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-750,Rubber Stamping Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-780,Scrapbooking Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-810,Soap Making Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-820,Stained Glass Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-870,Tole/Decorative Painting Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-900,Weaving/Spinning Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.0550-970,Woodworking Clubs,PS-8200.0550,Arts and Crafts Clubs
PS-8200.1000,Beer and Winemaking Societies,PS-8200,Special Interest Clubs
PS-8200.1300,Car Clubs,PS-8200,Special Interest Clubs
PS-8200.1350,Circus Arts Clubs,PS-8200,Special Interest Clubs
PS-8200.1350-150,Clowning Clubs,PS-8200.1350,Circus Arts Clubs
PS-8200.1350-350,Juggling Clubs,PS-8200.1350,Circus Arts Clubs
PS-8200.1400,Collector Clubs,PS-8200,Special Interest Clubs
PS-8200.1400-020,Animation/Cartoon Art Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-050,Antique Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-060,Art Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-070,Autograph Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-100,Book Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-120,Bottle Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-150,Coin Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-160,Comic Book Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-170,Doll Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-230,Figurine Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-330,Insect Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-500,Movie Memorabilia Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-600,Pin Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-650,Pottery/Kitchenware Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-700,Rock Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-750,Sports Card Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-770,Sports Memorabilia Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-800,Stamp Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-850,Toy Collector Clubs,PS-8200.1400,Collector Clubs
PS-8200.1400-950,Wine Tasting/Collecting Clubs,PS-8200.1400,Collector Clubs
PS-8200.1425,Community Theater Groups,PS-8200,Special Interest Clubs
PS-8200.1450,Computer User Groups,PS-8200,Special Interest Clubs
PS-8200.2000,Fan Clubs,PS-8200,Special Interest Clubs
PS-8200.2030,Flying Clubs,PS-8200,Special Interest Clubs
PS-8200.2350,Gay Straight Alliances,PS-8200,Special Interest Clubs
PS-8200.2400,Genealogical Societies,PS-8200,Special Interest Clubs
PS-8200.3000,Horticultural Societies,PS-8200,Special Interest Clubs
PS-8200.3000-050,African Violet Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-100,Bonsai Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-200,Fuchsia Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-330,Iris Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-430,Lily Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-500,Mycological Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-650,Orchid Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-670,Organic Gardening Societies,PS-8200.3000,Horticultural Societies
PS-8200.3000-700,Rose Societies,PS-8200.3000,Horticultural Societies
PS-8200.3100,Humanities Clubs/Societies,PS-8200,Special Interest Clubs
PS-8200.3100-050,Archeology Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-190,Debating Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-250,History Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-450,Language/Linguistics Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-500,Literary Societies/Book Reading Clubs,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-650,Philosophy Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-900,Theological/Comparative Religion Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3100-950,Writers Clubs/Societies,PS-8200.3100,Humanities Clubs/Societies
PS-8200.3300,Investment Clubs,PS-8200,Special Interest Clubs
PS-8200.4500,Lineage Societies,PS-8200,Special Interest Clubs
PS-8200.4900,Metal Detecting Clubs,PS-8200,Special Interest Clubs
PS-8200.5000,Music Groups,PS-8200,Special Interest Clubs
PS-8200.5000-060,Bagpipe Music Groups,PS-8200.5000,Music Groups
PS-8200.5000-090,Band/Orchestra Groups,PS-8200.5000,Music Groups
PS-8200.5000-120,Barbershop Singing Groups,PS-8200.5000,Music Groups
PS-8200.5000-160,Chamber Music Groups,PS-8200.5000,Music Groups
PS-8200.5000-170,Drum Circles,PS-8200.5000,Music Groups
PS-8200.5000-180,Ethnic Music Groups,PS-8200.5000,Music Groups
PS-8200.5000-200,Folk Music Groups,PS-8200.5000,Music Groups
PS-8200.5000-250,Glee Clubs/Choir Groups,PS-8200.5000,Music Groups
PS-8200.5000-300,Handbell Ringing Groups,PS-8200.5000,Music Groups
PS-8200.6000,Needlecraft Clubs,PS-8200,Special Interest Clubs
PS-8200.6000-150,Crocheting Clubs,PS-8200.6000,Needlecraft Clubs
PS-8200.6000-180,Embroidery Clubs,PS-8200.6000,Needlecraft Clubs
