current_parent_categories,name,id,location_name,new_category,new_subcategory,clear_categories
,"Total Health Care Inc., Division Street",141429,"Total Health Care, Inc.: Division Street",,,
,Community,144226,Marian House (substance treatment center),,,
,Employment Assistance,144227,Penn-North Recovery Center,,,
,Acudetox,144229,Penn-North Recovery Center,,,
,Addiction Treatment Services,144221,Marian House (substance treatment center),,,
,Family Reunification,144222,Marian House (substance treatment center),,,
,"Total Health Care Inc., Mondawmin Mall",141430,"Total Health Care, Inc.: Mondawmin Mall",,,
,General Health Services,140653,"Total Health Care, Inc.: Saratoga Street",,,
,Life skills,144225,Marian House (substance treatment center),,,
,Wellness & Community Services,144228,Penn-North Recovery Center,,,
,Recovery Support Services,144241,"MISHA House, LLC",,,
,Baltimore Recovery Corps,144231,Penn-North Recovery Center,,,
,Risk of Diabetes Test,144480,"American Diabetes Association, Baltimore Location",,,
,Children Having Incarcerated Parents,144572,"Alternative Directions, Inc.",,,
,Diabetes Self-Management Education and Support Services,144482,"American Diabetes Association, Baltimore Location",,,
,Diabetes Prevention Program,144481,"American Diabetes Association, Baltimore Location",,,
,"Night of Peace Family Shelter, Inc.",143518,"Night of Peace Family Shelter, Inc.",,,
,"Sinai Hospital of Baltimore, Inc.",140580,"Sinai Hospital of Baltimore, Inc.",,,
,"Sinai Hospital, VSP",143783,"Sinai Hospital, VSP",,,
,Living In Balance,144235,"MISHA House, LLC",,,
,Cognitive Behavioral Therapy,144238,"MISHA House, LLC",,,
,Mindfulness Practices,144239,"MISHA House, LLC",,,
,24 Hour Staff Availability,144240,"MISHA House, LLC",,,
,Recovery Plan Management,144243,"MISHA House, LLC",,,
,Emotion Regulation,144237,"MISHA House, LLC",,,
,12 Step Self-Help Meetings,144244,"MISHA House, LLC",,,
,Volunteer Service and Placement,142898,Jewish Volunteer Connection,,,
,Tax Preparation,144677,Southern Community Action Partnership Center,,,
,Money Smart,144678,Southern Community Action Partnership Center,,,
,Off-Site Substance Abuse Assessment & Treatment Programs,144252,"Mosaic Community Services, Baltimore City",,,
,Assertive Community Treatment (ACT),144253,"Mosaic Community Services, Baltimore City",,,
,Off-Site Counseling,144255,"Mosaic Community Services, Baltimore City",,,
,Rehabilitation Groups,144260,"Mountain Manor Treatment Center, West Baltimore",,,
,Summer Food Service Program,144284,"Native American Lifelines, Inc.",,,
,Alcohol and Drug Addiction Treatment,144259,"Mountain Manor Treatment Center, West Baltimore",,,
,Specialized Young Adult and Adult Treatment,144261,"Mountain Manor Treatment Center, West Baltimore",,,
,DUI/DWI Services,144264,"Mountain Manor Treatment Center, Highlandtown",,,
,Substance Abuse Assessment,144265,"Mountain Manor Treatment Center, Highlandtown",,,
,Community Outreach,144269,"Native American Lifelines, Inc.",,,
,Christmas Sponsorship Program,144283,"Native American Lifelines, Inc.",,,
,Prison Outreach Programming,144274,"Native American Lifelines, Inc.",,,
,Cultural Activities,144268,"Native American Lifelines, Inc.",,,
,Comprehensive Case Management,144267,"Native American Lifelines, Inc.",,,
,Suicide Prevention,144277,"Native American Lifelines, Inc.",,,
,Youth Programs,144281,"Native American Lifelines, Inc.",,,
,Tobacco Education,144278,"Native American Lifelines, Inc.",,,
,Healthy Native Parenting,144272,"Native American Lifelines, Inc.",,,
,Trauma Specific Interventions,144280,"Native American Lifelines, Inc.",,,
,Substance Abuse Prevention,144275,"Native American Lifelines, Inc.",,,
,HIV/AIDS and Hepatitis Prevention,144273,"Native American Lifelines, Inc.",,,
,Outpatient Program (OP),144288,New Vision House of Hope,,,
,Youth and Families Culture Class,144285,"Native American Lifelines, Inc.",,,
,Recovery Network,143182,Recovery Network,,,
,Triad House,142193,Triad House,,,
,Supportive Services for Veteran Families (SSVF),144286,New Vision House of Hope,,,
,Westside Emergency Shelter,144012,Westside Emergency Shelter,,,
,"Community Assistance Network, Merritt Point Center",140081,"Police Athletic League (PAL), Dundalk",,,
,Individual Counseling,144289,New Vision House of Hope,,,
,Referrals,144296,Northern Parkway Treatment Services,,,
,Psychosocial Assessment,144299,Northern Parkway Treatment Services,,,
,"Maryland Cooperative Extension, Baltimore City",141233,"Maryland Cooperative Extension, Baltimore City",,,
,Transitional/Recovery Housing Program,144301,One Promise Counseling & Education,,,
,Group Counseling,144290,New Vision House of Hope,,,
,Random Toxicology Screening,144292,New Vision House of Hope,,,
,Alcohol and Drug Education,144298,Northern Parkway Treatment Services,,,
,Group Therapy,144303,"Organization of Hope, Inc.",,,
,DUI Assessment and Training,144305,"Organization of Hope, Inc.",,,
,24-hours Crises Coverage,144311,"Organization of Hope, Inc.",,,
,Resources and Referrals,144293,New Vision House of Hope,,,
,Comprehensive Substance Abuse Assessment,144354,House of Change Behavioral Health,,,
,Case Management,144295,Northern Parkway Treatment Services,,,
,"Physical Examination, Medical Consultation, and Medication Management",144300,Northern Parkway Treatment Services,,,
,Family Therapy,144302,"Organization of Hope, Inc.",,,
,Individual Sessions,144304,"Organization of Hope, Inc.",,,
,Community Based Support and Interpersonal Process Groups,144307,"Organization of Hope, Inc.",,,
,Alcohol and Drug Monitoring,144309,"Organization of Hope, Inc.",,,
,Single Room Occupancy,144316,"Organization of Hope, Inc.",,,
,Spiritual Meetings,144321,Port Recovery,,,
,Weekly Community Meeting,144322,Port Recovery,,,
,Case Management,144312,"Organization of Hope, Inc.",,,
,Emergency Re-sheltering,144314,"Organization of Hope, Inc.",,,
,DUI/DWI Program,144324,Port Recovery,,,
,Health & Wellness Programs,144328,Paul's Place,,,
,Rapid Rehousing,144313,"Organization of Hope, Inc.",,,
,On-Site Weekly 12-Step Meeting,144320,Port Recovery,,,
,Counseling,144325,"Hawkes Counseling Services, LLC",,,
,PrEP,144485,Sexual Health Clinic (Druid STD Clinic),,,
,Case Management Programs,144326,Paul's Place,,,
,PrEP,144486,Sexual Health Clinic,,,
,DUI/DWI Education,144348,House of Change Behavioral Health,,,
,Convalescent Care,140253,"Health Care for the Homeless, Inc., Baltimore City",,,
,"Alzheimer's Association, Western Maryland",142264,"Alzheimer's Association, Western Maryland",,,
,Supports to Help Individuals Stay Housed,144335,"Health Care for the Homeless, Inc., Baltimore City",,,
,Mental Health,144341,"Healthy Lives, LLC",,,
,Succor Transitional Program (STP),144340,"Healthy Lives, LLC",,,
,Psychiatric Care,144331,"Health Care for the Homeless, Inc., Baltimore City",,,
,Behavioral Health and Addiction Services,144332,"Health Care for the Homeless, Inc., Baltimore City",,,
,"Help Securing ID, Referrals, and Transportation to Appointments",144333,"Health Care for the Homeless, Inc., Baltimore City",,,
,Public Benefits Assistance,144337,"Health Care for the Homeless, Inc., Baltimore City",,,
,Re-entry,144338,"Healthy Lives, LLC",,,
,Psychiatric Rehabilitation Program (PRP),144339,"Healthy Lives, LLC",,,
,Crisis Housing,144345,House of Change Behavioral Health,,,
,DOT Drug Abuse,144342,"Healthy Lives, LLC",,,
,Partial Hospitalization Program,144349,House of Change Behavioral Health,,,
,Aftercare Services,144353,House of Change Behavioral Health,,,
,"I Can't, We Can, Inc.",142884,"I Can't, We Can, Inc.",,,
,Hepatitis C,144487,Sexual Health Clinic (Druid STD Clinic),,,
,Hepatitis C,144488,Sexual Health Clinic,,,
,HIV treatment,144489,Sexual Health Clinic (Druid STD Clinic),,,
,Kennedy Krieger Center for Development & Learning,141635,Kennedy Krieger Center for Development & Learning,,,
,"Kennedy Krieger Institute, Clinical Services",140320,"Kennedy Krieger Institute, Clinical Services",,,
,Kennedy Krieger School,141636,Kennedy Krieger Center for Development & Learning,,,
,HIV treatment,144490,Sexual Health Clinic,,,
,"St. Joseph Medical Center, Community Outreach",140823,"St. Joseph Medical Center, Cardiovascular Fitness Program",,,
,Respite Care,144629,"American Caregivers, Inc.",,,
,HIV/AIDS testing,144491,"New Opportunities for Women, Inc.",,,
,The Early Child Development Program,144625,Baltimore Healthy Start Inc,,,
,Living Units in Baltimore Residential Campus,144574,Board of Child Care,,,
,Emerge Initiative,144365,"Goodwill Industries of the Chesapeake, Inc.",,,
,Contraception (birth control),144493,Family planning and reproductive health services (eastern location),,,
,Emergency contraception,144494,Family planning and reproductive health services (eastern location),,,
,Pregnancy testing and results,144495,Family planning and reproductive health services (eastern location),,,
,Opiate addiction treatment,144575,"Alternatives to Dependency, Essex",,,
,Counseling,144576,"Alternatives to Dependency, Essex",,,
,Support Services,144621,America Works of Maryland,,,
,Training Programs,144361,"Goodwill Industries of the Chesapeake, Inc.",,,
,Volunteers of America Pratt House,144362,"Volunteers of America Chesapeake, Inc.",,,
,Volunteers of America Irvington Woods Apartment,144363,"Volunteers of America Chesapeake, Inc.",,,
,"Women's Housing Coalition, The",140742,"Women's Housing Coalition, The",,,
,Family Stability Program,144366,"Goodwill Industries of the Chesapeake, Inc.",,,
,Jefferson School and Residential Treatment Center,143583,Jefferson School and Residential Treatment Center,,,
,Jefferson School at Finan Center,143582,Jefferson School at Finan Center,,,
,Autism Spectrum Services,144630,"American Caregivers, Inc.",,,
,Therapeutic Services,144627,"American Caregivers, Inc.",,,
,Sheppard Pratt Health System,140577,Sheppard Pratt Health System,,,
,My Brother's Keeper,140440,My Brother's Keeper,,,
,Philemon Ministry,144368,Philemon Ministry,,,
,Outpatient Clinic,144369,Johns Hopkins Bayview Medical Center - Community Psychiatry Program,,,
,Birth Parents,144499,"Adoption Makes Family, Inc.",,,
,Assertive Community Treatment (ACT),144371,Johns Hopkins Bayview Medical Center - Community Psychiatry Program,,,
,Adoptive Parents,144501,"Adoption Makes Family, Inc.",,,
,DUI/DWI Education Classes,144233,"MISHA House, LLC",,,
,Relapse Prevention,144236,"MISHA House, LLC",,,
,Hispanic Clinic,144372,Johns Hopkins Bayview Medical Center - Community Psychiatry Program,,,
,Family Resilience Project,144055,Baltimore City Health Department Office of Youth & Trauma Services,,,
,Promoting Student Resilience,144056,Baltimore City Health Department Office of Youth & Trauma Services,,,
,Supporting Male Survivors of Violence,144057,Baltimore City Health Department Office of Youth & Trauma Services,,,
,Intensive Outpatient Treatment,144017,"Institute for Behavior Resources, Inc. Reach Health Services",,,
,Family Planning,144626,Baltimore Healthy Start Inc,,,
,Health Screenings,144634,Baltimore Healthy Start Inc,,,
,Parent Leadership Group,144636,Baltimore Healthy Start Inc,,,
,Methadone Treatment,144022,MedMark Treatment Centers Essex,,,
,Housing/Living Situation,144037,"Druid Heights Community Development Corporation, Inc.",,,
,Methadone Treatment,144024,MedMark Treatment Centers Baltimore Downtown,,,
,"Tuerk House, Inc",141058,"Tuerk House, Inc",,,
,Supporting Our Students,144059,Baltimore City Health Department Office of Youth & Trauma Services,,,
,Youth Service and Advocacy Project,144058,Baltimore City Health Department Office of Youth & Trauma Services,,,
,Mental Health Service - Individual Therapy,144115,Behavioral Health Clinic - Downtown,,,
,Buprenorphine Treatment,144026,MedMark Treatment Centers Baltimore Downtown,,,
,Sister to Sister House of New Beginnings,143903,Sister to Sister House of New Beginnings,,,
,Harford County Bar Foundation,140239,Harford County Bar Foundation,,,
,Carroll County State's Attorney's Office,140022,Carroll County State's Attorney's Office,,,
,HIV & Hepatitis C Testing,144537,The Journey Center,,,
,"Federal Bureau of Investigation, Baltimore Field Office",140882,"Federal Bureau of Investigation, Baltimore Field Office",,,
,"Fellowship House, Inc.",140162,"Fellowship House, Inc.",,,
,THERAPEUTIC BEHAVIORAL SERVICES,144090,"All Walks of Life, LLC",,,
,Outpatient Clinic,144681,Aspen Day Treatment,,,
,Workforce Technology Center,141000,Workforce Technology Center,,,
,Psychiatric Rehabilitation Programs,144577,"Affiliated Sante Group, Prince George's County",,,
,PrEP & PEP,144540,The Journey Center,,,
,Abuse/Trauma Care and Support,142901,"Counseling, Helpline, & Aid Network for Abused",,,
,Day Hospital,144682,Aspen Day Treatment,,,
,Long Term Support Services,144373,Long Term Support Services,,,
,Psychiatric Rehabilitation Programs,144578,"Affiliated Sante Group, Montgomery County",,,
,Prevention Education Workshops,144683,"Counseling, Helpline, & Aid Network for Abused",,,
,Anna's House,140845,Anna's House,,,
,Condom Distribution,144538,The Journey Center,,,
,AIDS INFO,140262,AIDS INFO,,,
,Linkage to HIV and/or Hepatitis C Medical Services,144539,The Journey Center,,,
,"Kennedy Institute, Community Companions",143420,"Kennedy Institute, Community Companions",,,
,Career Center Network,141382,"Baltimore Housing, Home Ownership & Rehabilitation Services",,,
,Mental Health Program,144063,American Psychiatric Group,,,
,"Baltimore City Police Department, Southwestern District",141218,"Baltimore City Police Department, Southwestern District",,,
,The Exchange,144542,The Journey Center,,,
,Substance Abuse Program,144091,American Psychiatric Group,,,
,"Sinai Hospital, Rehabilitation Center",141101,"Sinai Hospital of Baltimore, Inc.",,,
,Crisis and Behavioral Health Information,144377,HealthCare Access Maryland Crisis Information and Referral Services,,,
,Opioid Use Disorder Treatment,144376,Sinai Hospital Addictions Recovery Program,,,
,Psychiatric Rehabilitation Services,144092,American Psychiatric Group,,,
,"Baltimore City Health Dept., Comprehensive School Health Services",140827,"Baltimore City Health Department, Administration",,,
,Buprenorphine treatment,144375,HealthCare on the Spot,,,
,Health Education,144544,"AbsoluteCARE, Greenbelt",,,
,Health Education,144545,"AbsoluteCARE, Baltimore",,,
,Transitional Housing Program,141096,"At Jacob's Well, Inc.",,,
,Mental health services,144695,Baltimore Cares Inc,,,
,"Baltimore City Health Dept., Prescription Discount Program",143744,"Baltimore City Health Department, Administration",,,
,"Way Station, Inc.",140719,"Way Station, Inc.",,,
,"Key Point Health Services, Inc. Dundalk",142472,"Key Point Health Services, Inc. Dundalk",,,
,"Key Point Health Services, Inc., Aberdeen",143768,"Key Point Health Services, Inc., Aberdeen",,,
,"Baltimore City DSS, Child Care Program",141279,"Baltimore City DSS, Child Care Program",,,
,"Baltimore City DSS, Family Services",143523,"Baltimore City DSS, Family Preservation Services",,,
,"Baltimore City DSS, Office of Male Initiatives",142718,"Baltimore City DSS, Family Preservation Services",,,
,"Baltimore City DSS, Temporary Cash Assistance (TCA)",143526,"Baltimore City DSS, Child Care Program",,,
,Independent Living,143261,Augsburg Village,,,
,Mobile Crisis Team,144103,Baltimore Crisis Response,,,
,Senior Services,144579,"Affiliated Sante Group, Montgomery County",,,
,Friend of a Friend Program,142711,American Friends Service Committee,,,
,"Druid Heights Community Development Corporation, Inc.",142695,"Druid Heights Community Development Corporation, Inc.",,,
,Care Coordination Program,144064,Health Care Access Maryland,,,
,Kernan Hospital,140329,Brain Injury Association of Maryland,,,
,Nutrition Education,144413,Joy Wellness Center,,,
,Residential Treatment,144104,Baltimore Crisis Response,,,
,Healing Arts,144411,Joy Wellness Center,,,
,Lead Prevention Home Visits,144195,"Baltimore City Health Department, Childhood Lead Poisoning Prevention and Environmental Case Management Program",,,
,Movement Education,144410,Joy Wellness Center,,,
,Stress Reduction,144412,Joy Wellness Center,,,
,Rapid Rehousing Program,144065,Health Care Access Maryland,,,
,Resiliency in Communties After Stress and Trauma,144060,Baltimore City Health Department Office of Youth & Trauma Services,,,
,Crisis Information and Referral Line,144054,Health Care Access Maryland,,,
,"Baltimore City DSS, Intake & Assessment",141281,"Baltimore City DSS, Family Preservation Services",,,
,Baltimore Infants and Toddlers Program,144069,"Baltimore Infants and Toddlers Program, Baltimore City Health Department",,,
,Medicated Assisted Treatment,144200,Central Baltimore,,,
,Intensive Outpatient Program,144018,Central Baltimore,,,
,Consumer-Run Wellness and Recovery Center,144580,"Affiliated Sante Group, Montgomery County",,,
,Center for Family Services,140876,"Catholic Charities of Balto., Center for Family Services",,,
,"Catholic Charities, Project Serve",143196,"Catholic Charities, Project Serve",,,
,Psychiatric Rehabilitation Program,144075,"A Step Forward, Inc.",,,
,Intensive Outpatient Treatment and Outpatient Therapy,144074,"A Step Forward, Inc.",,,
,Outpatient Mental Health,144581,"Affiliated Sante Group, Prince George's County",,,
,Home Visits,144624,Baltimore Healthy Start Inc,,,
,Catholic Charities Senior Communities,140917,Catholic Charities Division of Housing Services,,,
,"Walter P. Carter, Carruthers Clinic",140803,Walter P. Carter Fayette Clinic,,,
,Other Health Care Needs,144548,"AbsoluteCARE, Baltimore",,,
,"Catholic Charities of Balto., Pregnancy, Parenting/Adoption Svcs.",141037,"Catholic Charities of Balto., Center for Family Services",,,
,Circle of Security Parenting,144639,Baltimore Healthy Start Inc,,,
,Methadone Treatment,144094,Pine Heights Treatment Center,,,
,T.I.K.E Clinic,144414,Immunization Program,,,
,Maryland Technology Assistance Program,140397,Workforce Technology Center,,,
,Dietitian Counseling,144546,"AbsoluteCARE, Greenbelt",,,
,Dietitian Counseling,144547,"AbsoluteCARE, Baltimore",,,
,Other Health Care Needs,144549,"AbsoluteCARE, Greenbelt",,,
,Fatherhood Groups,144640,Baltimore Healthy Start Inc,,,
,Community Living Services,144642,The Arc Baltimore at Loch Ridge,,,
,Community Living Services,144643,The Arc Baltimore at Woodlawn,,,
,Community Living Services,144644,The Arc Baltimore at Towson,,,
,Suboxone Treatment,144095,Pine Heights Treatment Center,,,
,Subutex Treatment,144096,Pine Heights Treatment Center,,,
,Therapeutic Treatments,144098,Pine Heights Treatment Center,,,
,Dual Diagnosis Treatment,144101,Audacity of Hope Behavioral Health,,,
,Baltimore's Immunization Registry Project,144415,Immunization Program,,,
,"Baltimore City Police Department, Northeastern District",141215,"Baltimore City Police Department, Northeastern District",,,
,Addiction Outpatient Treatment,144097,Pine Heights Treatment Center,,,
,Therapeutic Interventions,144099,Pine Heights Treatment Center,,,
,Intensive Outpatient Services,144100,Audacity of Hope Behavioral Health,,,
,Court Approved DWI/DUI Program,144102,Audacity of Hope Behavioral Health,,,
,Case Management,144106,Baltimore Crisis Response,,,
,Community Outreach,144108,Baltimore Crisis Response,,,
,Substance Abuse Intensive Outpatient Program (IOP),144110,"BACHS Healthcare, LLC - Baltimore",,,
,Housing & Transportation,144120,Behavioral Health Clinic - Midtown,,,
,Community Education and Outreach,144416,Immunization Program,,,
,Substance Use Disorder Services,142172,"Act II Counseling Services, Inc.",,,
,Mental Health Service - Group Therapy,144116,Behavioral Health Clinic - Downtown,,,
,Mental Health Service - Group Therapy,144121,Behavioral Health Clinic - Midtown,,,
,Services for Women,144420,Baltimore Outreach Services,,,
,Cognitive Behavior Therapy,144417,"Apex Counseling Center, LLC",,,
,Services for Children,144419,Baltimore Outreach Services,,,
,Mental Health Service - Individual Therapy,144122,Behavioral Health Clinic - Midtown,,,
,Addiction Recovery,144123,Behavioral Health Clinic - Midtown,,,
,Residential Treatment,143213,"Gaudenzia, Inc. at Park Heights",,,
,Reproductive Life Plan,144631,Baltimore Healthy Start Inc,,,
,Belly Buddies,144632,Baltimore Healthy Start Inc,,,
,Milk Mates,144637,Baltimore Healthy Start Inc,,,
,"Baltimore City Police Department, Southern District",141219,"Baltimore City Police Department, Southern District",,,
,"Baltimore Animal Rescue & Care Shelter, Inc",142823,"Baltimore Animal Rescue & Care Shelter, Inc",,,
,Methadone Maintenance,144550,A Helping Hand,,,
,Network Referral/Support Services,144079,"A Step Forward, Inc.",,,
,"Baltimore City Health Dept., Druid Health District",140844,"Baltimore City Health Dept., Druid Health District",,,
,"Baltimore City Police Department, Central District",141212,"Baltimore City Police Department, Central District",,,
,Blood Services,144670,American Red Cross,,,
,"Baltimore City Health Dept., Environmental Health Division",142714,"Baltimore City Health Department, Administration",,,
,"Baltimore City Health Dept., HIV/STD Prevention Program",142456,"Baltimore City Health Department, Administration",,,
,"Baltimore City Health Dept., Maternal & Child Health Admin",142702,"Baltimore City Health Department, Administration",,,
,Suboxone Maintenance,144551,A Helping Hand,,,
,Substance Abuse Treatment,144080,"A Step Forward, Inc.",,,
,"Baltimore City Health Dept., The Healthy Home Division",143208,"Baltimore City Health Dept., The Healthy Home Division",,,
,Training Services,144671,American Red Cross,,,
,Alternative Opportunities Program,144688,Athelas Institute Inc. Alternative Opportunities Program,,,
,National Academy Foundation,142706,National Academy Foundation BCPS,,,
,Outpatient Services,144696,"Baltimore City Counseling Center, Frederick St.",,,
,"Baltimore City State's Attorney's Ofc., Family Bereavement Center",140877,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,
,"BCSAO, Victim/Witness Svc Unit",142054,BCSAO Victim/Witness Svc Unit,,,
,Medical Clinic,144703,"Arundel House of Hope, Medical Clinic",,,
,Chesapeake Connections,144254,"Mosaic Community Services, Baltimore City",,,
,Behavioral Health Home,144251,"Mosaic Community Services, Baltimore City",,,
,Residential Crisis Program,144249,"Mosaic Community Services, Baltimore City",,,
,Outpatient Mental Health Clinic,144245,"Mosaic Community Services, Baltimore City",,,
