current_parent_categories,name,id,location_name,new_category,new_subcategory,clear_categories
"Health, Money, Care, Age Group, Gender & Sexuality, Health Specialties","AIDS Action Baltimore, Inc.",144047,"AIDS Action Baltimore, Inc.",,,Clear
"Health, Money, Care, Education, Substance Use Treatment Preferences","Jewish Community Services, Howard County",142046,"Jewish Community Services, Howard County",,,Clear
"Health, Money, Education, Work, Family Friendly, Race/Ethnicity",Bon Secours Family Support Center,143048,"Baltimore City Health Dept., WIC - Bon Secours Community Center",,,Clear
"Health, Money, Gender & Sexuality, Race/Ethnicity",Loveland Therapy Fund,145096,Loveland Therapy Fund,,,Clear
"Health, Money, Insurance Accepted","Baltimore City DSS, Medical Assistance",141314,"Baltimore City DSS, Medical Assistance",,,Clear
"Health, Money, Insurance Accepted","Senior Health Insurance Assistance Program (SHIP), Baltimore City",143822,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,Clear
"Health, Substance Use Treatment Preferences","St. Joseph Medical Center, Psychiatric Services",140614,"St. Joseph Medical Center, Cardiovascular Fitness Program",,,Clear
"Health, Substance Use Treatment Preferences","Baltimore City DSS, Family Preservation Services",141309,"Baltimore City DSS, Family Preservation Services",,,Clear
"Health, Substance Use Treatment Preferences","Baltimore City DSS, Social Services to Adults",141956,"Baltimore City DSS, Social Services to Adults",,,Clear
"Health, Substance Use Treatment Preferences",Buprenorphine treatment,144375,HealthCare on the Spot,,,Clear
"Health, Substance Use Treatment Preferences, Age Group, Income, Insurance Accepted, Languages, Documents Needed, Special Hours",Residential Treatment,143213,"Gaudenzia, Inc. at Park Heights",,,Clear
"Health, Substance Use Treatment Preferences, Insurance Accepted",Substance Use Disorder Treatment,144418,"Apex Counseling Center, LLC",,,Clear
"Health, Survivors","Kennedy Krieger Family Center, New Start",143543,"Kennedy Krieger Family Center, Birth To Five Clinic",,,Clear
"Health, Survivors",Resiliency in Communties After Stress and Trauma,144060,Baltimore City Health Department Office of Youth & Trauma Services,,,Clear
"Health, Work, Age Group, Gender & Sexuality, Housing",Services for Women,144420,Baltimore Outreach Services,,,Clear
"Health, Work, Disability, Health Specialties",Community Resource Center Program,142311,"Athelas Institute, Inc. Community Resource Center and Autism Program",,,Clear
Housing,Housing,144130,"Gaudenzia, Inc.",,,Clear
Housing,Residential Housing Programs,143206,"A Step Forward, Inc.",,,Clear
Housing,Patient Lodging Programs,144792,"American Cancer Society, Baltimore",,,Clear
Housing,Rapid Rehousing,144870,Youth Empowered Society,,,Clear
Housing,No-cost Legal Advice and Possible Representation: Maryland Legal Aid,144884,Eviction Information and Resources,,,Clear
Housing,Drop-In Services,144867,Youth Empowered Society,,,Clear
Housing,"Baltimore Housing, OHEP/Weatherization",140952,"Baltimore Housing, OHEP/Weatherization",,,Clear
Housing,Single Room Occupancy,144316,"Organization of Hope, Inc.",,,Clear
Housing,Emergency Re-sheltering,144314,"Organization of Hope, Inc.",,,Clear
Housing,Rapid Rehousing,144313,"Organization of Hope, Inc.",,,Clear
Housing,Transitional Housing,144315,"Organization of Hope, Inc.",Housing,,
Housing,Residential Inpatient,144317,"Organization of Hope, Inc.",Substance Use,Inpatient,
Housing,Supports to Help Individuals Stay Housed,144335,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
Housing,Succor Transitional Program (STP),144340,"Healthy Lives, LLC",,,Clear
Housing,Help Securing Temporary and Permanent Housing,144334,"Health Care for the Homeless, Inc., Baltimore City",Housing,,
Housing,Crisis Housing,144345,House of Change Behavioral Health,,,Clear
Housing,Sister to Sister House of New Beginnings,143903,Sister to Sister House of New Beginnings,,,Clear
"Housing, Age Group",Family Stability Program,144366,"Goodwill Industries of the Chesapeake, Inc.",,,Clear
"Housing, Age Group, Armed Forces",Single Room Occupancy,144718,Maryland Center for Veterans Education and Training,,,Clear
"Housing, Care, Age Group, Guardianship",Living Units in Baltimore Residential Campus,144574,Board of Child Care,,,Clear
"Housing, Care, Disability, Health Specialties",Community Living Services,144645,The Arc Baltimore at Dundalk,,,Clear
"Housing, Care, Disability, Health Specialties",Community Living Services,144646,The Arc Baltimore at Homeland,,,Clear
"Housing, Care, Disability, Health Specialties",Community Living Services,144647,The Arc Baltimore at Seton Business Park,,,Clear
"Housing, Care, Disability, Health Specialties",Community Living Services,144642,The Arc Baltimore at Loch Ridge,,,Clear
"Housing, Care, Disability, Health Specialties",Community Living Services,144643,The Arc Baltimore at Woodlawn,,,Clear
"Housing, Care, Disability, Health Specialties",Community Living Services,144644,The Arc Baltimore at Towson,,,Clear
"Housing, Disability, Gender & Sexuality, Health Specialties, Housing",Transitional Housing,145318,Prospect Place,,,Clear
"Housing, Education, Gender & Sexuality, Survivors, Age Group",Anna's House,140845,Anna's House,,,Clear
"Housing, Education, Work, Legal, Age Group, Family Friendly, Housing",Volunteers of America Irvington Woods Apartment,144363,"Volunteers of America Chesapeake, Inc.",,,Clear
"Housing, Emergency, Goods, Gender & Sexuality, Food",Baltimore Rescue Mission,139952,Men's Division,,,Clear
"Housing, Gender & Sexuality, Substance Use Treatment Preferences",Substance Use and Housing,144070,"Light of Truth Center, Inc.",,,Clear
"Housing, Goods, Health, Disability",Maryland Technology Assistance Program,140397,Workforce Technology Center,,,Clear
"Housing, Health",Spring Grove Hospital Center,141041,Westside Emergency Shelter,,,Clear
"Housing, Health",Homeless Services,144824,Healthcare for the Homeless,,,Clear
"Housing, Health",Discharge (Alta MÃ©dica),145158,"Triage, Respite, and Isolation Center at The Lord Baltimore Hotel (Se Habla EspaÃ±ol)",,,Clear
"Housing, Health",Homeless Services,145308,"Health Care for the Homeless, Inc, West Baltimore",,,Clear
"Housing, Health",Homeless Services,145309,"Health Care for the Homeless, Inc., Baltimore County",,,Clear
"Housing, Health",Homeless Services,145310,"Health Care for the Homeless, Inc., Baltimore City",,,Clear
"Housing, Health Specialties, Housing",Transitional Housing Program,141096,"At Jacob's Well, Inc.",,,Clear
"Housing, Health, Age Group, Disability, Gender & Sexuality, Health Specialties, Insurance Accepted, Languages, Race/Ethnicity, Documents Needed",Housing for Older Adults,144250,"Mosaic Community Services, Baltimore City",,,Clear
"Housing, Health, Care, Criminal History, Employment, Housing",Housing/Living Situation,144037,"Druid Heights Community Development Corporation, Inc.",,,Clear
"Housing, Health, Care, Education, Legal, Age Group, Family Friendly, Housing",Volunteers of America Pratt House,144362,"Volunteers of America Chesapeake, Inc.",,,Clear
"Housing, Health, Care, Substance Use Treatment Preferences",Dayspring Village,142614,Dayspring Village,,,Clear
"Housing, Health, Education, Family Friendly","Baltimore Housing, Family Enhancement Unit",140880,"Baltimore Housing, Family Enhancement Unit",,,Clear
"Housing, Health, Education, Food, Care, Legal, Criminal History, Disability, Gender & Sexuality, Family Friendly, Housing, Documents Needed, Special Hours, Substance Use Treatment Preferences",Helping Other People Through Empowerment (HOPE),143890,Helping Other People Through Empowerment (HOPE),,,Clear
"Housing, Health, Education, Work, Gender & Sexuality",Free and Confidential Case Management,144566,The Pride Center of Maryland,,,Clear
"Housing, Housing, Special Hours",Transitional Housing,144036,New Vision House of Hope,,,Clear
"Housing, Legal","Baltimore Housing, Home Ownership & Rehabilitation Services",140912,"Baltimore Housing, Home Ownership & Rehabilitation Services",,,Clear
"Housing, Legal, Health Specialties, Substance Use Treatment Preferences","On Our Own, Dundalk",142576,"Police Athletic League (PAL), Dundalk",,,Clear
"Housing, Money, Care, Employment, Housing",Drop-in Center,144721,Youth Empowered Society,,,Clear
"Housing, Money, Care, Substance Use Treatment Preferences","Baltimore City DSS, HEESU",141312,"Baltimore City DSS, HEESU",,,Clear
"Housing, Money, Family Friendly, Housing, Income",Rapid Rehousing Program,144065,Health Care Access Maryland,,,Clear
"Housing, Money, Housing, Income",Homeless Services Program,144066,Health Care Access Maryland,,,Clear
"Housing, Money, Substance Use Treatment Preferences, Education","Druid Heights Community Development Corporation, Inc.",142695,"Druid Heights Community Development Corporation, Inc.",,,Clear
"Housing, Transit, Money, Care, Work",Supportive Services for Veteran Families (SSVF),144286,New Vision House of Hope,,,Clear
"Housing, Work",Veterans Services Center,144698,"Mosaic Community Services, Broadway",,,Clear
"Housing, Work, Age Group, Disability, Employment, Health Specialties",Adult Psychiatric Rehabilitation Program (PRP),145326,Allover Healthcare Community,,,Clear
Insurance Accepted,Cognitive Behavior Therapy,144417,"Apex Counseling Center, LLC",,,Clear
Insurance Accepted,Network Referral/Support Services,144079,"A Step Forward, Inc.",,,Clear
"Insurance Accepted, Health",Substance Use Treatment,144438,"Chase Brexton Health Services, Inc., Glen Burnie",,,Clear
"Insurance Accepted, Health, Education, Health Specialties","Total Health Care Inc., Mondawmin Mall",141430,"Total Health Care, Inc.: Mondawmin Mall",,,Clear
"Insurance Accepted, Health, Education, Health Specialties",General Health Services,140653,"Total Health Care, Inc.: Saratoga Street",,,Clear
Legal,"Lawyer Referral Service, Harford County",140939,Harford County Bar Foundation,,,Clear
Legal,Maryland Cancer Action Center,144791,"American Cancer Society, Baltimore",,,Clear
Legal,"Legal Aid Bureau, Inc., Northeastern Maryland Office",140344,Harford County Bar Foundation,,,Clear
Legal,Maryland Dept. of Veterans Affairs,140398,"U.S. Citizenship and Immigration Services, Baltimore Field Office",Legal,Immigration,
Legal,Alternate Legal Service Providers (Provedores de Servicios Legales Alternativos),145225,Homeless Persons Representation Project (ALOJAMIENTO-- Se Habla EspaÃ±ol),Legal,Reduced-Fee Services/ Legal Aid,
Legal,Legal Information links,145227,Maryland Volunteer Lawyers Services,Legal,Reduced-Fee Services/ Legal Aid,these shouldn't be separate
Legal,Intake Services,144914,Maryland Volunteer Lawyers Services,Legal,Reduced-Fee Services/ Legal Aid,
Legal,"Baltimore City Commission on Aging & Retire., Ombudsman Program",141161,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,Clear
Legal,"Jewish Community Services, Legal Services",142899,Jewish Big Brother & Big Sister League and Jewish Addiction Srvs.,,,Clear
Legal,"Catholic Charities of Balto., Immigration Legal Services",140920,"Catholic Charities of Balto., Immigration Legal Services",,,Clear
Legal,Legal Assistance,139867,"Alternative Directions, Inc.",Legal,,
Legal,"Pro Se Project, Harford County",141170,"Pro Se Project, Harford County",Legal,,
Legal,Harford County Bar Foundation,140239,Harford County Bar Foundation,,,Clear
"Legal, Age Group",Legislative Advocacy,144740,Baltimore Harm Reduction Coalition,,,Clear
"Legal, Age Group","BCSAO, Family Bereavement Center",144697,BCSAO Victim/Witness Svc Unit,,,Clear
"Legal, Age Group",Friend of a Friend Program,142711,American Friends Service Committee,,,Clear
"Legal, Age Group, Disability, Health Specialties, Race/Ethnicity",Baltimore County Human Relations Commission,139939,Baltimore County Dept. of Recreation and Parks,,,Clear
"Legal, Citizenship",Legal Services,145169,International Rescue Committee- Baltimore Resettlement Center,,,Clear
"Legal, Health, Care, Education, Work, Age Group, Employment, Health Specialties, Family Friendly","Women's Housing Coalition, The",140742,"Women's Housing Coalition, The",,,Clear
"Legal, Health, Care, Survivors, Substance Use Treatment Preferences","Baltimore City State's Attorney's Ofc., Family Bereavement Center",140877,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,Clear
"Legal, Substance Use Treatment Preferences","Baltimore City Commission on Aging & Retire., Public Guardianship",141162,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,Clear
"Legal, Survivors",Carroll County State's Attorney's Office,140022,Carroll County State's Attorney's Office,,,Clear
Money,Eviction Prevention,145296,Fransiscan Center of Baltimore,Housing,Eviction ,
Money,COVID-19 Rapid Response Fund (Fondo de respuesta rÃ¡pida para COVID-19),144988,Mission Asset Fund (Se Habla EspaÃ±ol),,,Clear
Money,"Baltimore City DSS, Eviction Prevention Program",143540,"Baltimore City DSS, Eviction Prevention Program",,,Clear
Money,"Rental Allowance Program, Baltimore City",143857,"Rental Allowance Program, Baltimore City",Housing,Rental Assistance,
Money,Tax Preparation,144677,Southern Community Action Partnership Center,,,Clear
"Money, Age Group",Money Smart,144678,Southern Community Action Partnership Center,,,Clear
"Money, Age Group, Disability","Senior Info. & Asst., Baltimore City",141014,"Baltimore City Commission on Aging & Retire., Ombudsman Program",,,Clear
"Money, Age Group, Disability",Acorn County,143497,"Police Athletic League (PAL), Dundalk",,,Clear
"Money, Legal, Armed Forces",Military Order of The Purple Heart,140417,"U.S. Citizenship and Immigration Services, Baltimore Field Office",,,Clear
"Money, Survivors","BCSAO, Victim/Witness Svc Unit",142054,BCSAO Victim/Witness Svc Unit,,,Clear
Special Hours,Service 2,144665,Testing 123_Location # 1,,,Clear
Substance Use Treatment Preferences,"Baltimore City DSS, Project Home",141315,"Baltimore City DSS, Project Home",,Children,Clear
Substance Use Treatment Preferences,"Baltimore Housing, Family Self-Sufficiency",142217,"Baltimore Housing, Family Enhancement Unit",,Children,Clear
"Transit, Care, Age Group, Disability",Day Habitation Program,144690,"Athelas Institute, Inc. Experience Unlimited Program",,,Clear
"Transit, Health Specialties",Road to Recover,144790,"American Cancer Society, Baltimore",,,Clear
Work,Workforce,144869,Youth Empowered Society,,,Clear
Work,Emerge Initiative,144365,"Goodwill Industries of the Chesapeake, Inc.",,,Clear
"Work, Age Group",Turnaround Tuesday East,144710,BUILD,,,Clear
"Work, Age Group",Turnaround Tuesday West,144711,BUILD,,,Clear
"Work, Age Group",Baltimore County Office of Workforce Development,139941,Baltimore County Dept. of Recreation and Parks,,,Clear
"Work, Age Group",Volunteer Service and Placement,142898,Jewish Volunteer Connection,,,Clear
"Work, Age Group, Armed Forces",Education/Employment,144714,Maryland Center for Veterans Education and Training,,,Clear
"Work, Age Group, Criminal History",Training Programs,144361,"Goodwill Industries of the Chesapeake, Inc.",,,Clear
"Work, Age Group, Criminal History, Employment",Professional Development,144190,"Bridging The Gap Services, LLC",,,Clear
"Work, Criminal History",Philemon Ministry,144368,Philemon Ministry,,,Clear
"Work, Disability, Health Specialties","Division of Rehabilitation Services, Region I, Western Maryland",141780,"Division of Rehabilitation Services, Region I, Western Maryland",,,Clear
"Work, Employment",Workforce Development,144432,Changing Lives at Home,,,Clear
,,,,,,Clear
,Inpatient and Halfway House Services,144124,"Gaudenzia, Inc.",,,Clear
,Withdrawal Management/Detoxification/Medication Assisted Treatment (MAT),144127,"Gaudenzia, Inc.",,,Clear
,Supportive Housing,144131,Grant House Women's Location,,,Clear
,South San Francisco Citadel Corps,17,Latrobe Homes,,,Clear
,Prevention/Recovery Support Services,144129,"Gaudenzia, Inc.",,,Clear
,Administrative Care Coordination (ACC) / Ombudsman Services,144068,Health Care Access Maryland,,,Clear
,Comprehensive Substance Abuse Assessment,144354,House of Change Behavioral Health,,,Clear
,Undocumented Populations (Poblaciones Indocumentadas),145117,Our Daily Bread Employment Center (se habla espaÃ±ol),,,Clear
,HelpLine,144793,American Kidney Fund,,,Clear
,Esperanza Center,145220,COVID Telephonic Call Lines,,,Clear
,Tobacco/smoking cessation,144938,Baltimore City Health Department Chronic Disease Prevention,,,Clear
,COVID-19 Relief Fund (Fondo de ayuda COVID-19),144949,League of United Latin American Citizens (Se Habla EspaÃ±ol),,,Clear
,Childbirth Education,145121,Pampers,,,Clear
,Support Groups and Classes,145120,The Womb Room,,,Clear
,Buprenorphine Treatment,144028,MedMark Treatment Centers Essex,,,Clear
,Breastfeeding Support Groups,145124,B'more for Healthy Babies,,,Clear
,Employment Services (Servicios de Empleo),145118,Our Daily Bread Employment Center (se habla espaÃ±ol),,,Clear
,Virtual Resources,145216,Alzheimer's Association: Greater Maryland Chapter,,,Clear
,Women's Growth Center,144038,Women's Growth Center,,,Clear
,Consumer Protection Project,145217,Maryland Volunteer Lawyers Services,,,Clear
,Mom's Clubs,145123,B'more for Healthy Babies,,,Clear
,"Baltimore City Health Dept., Bureau of Vector Control",140998,"Baltimore City Health Dept., Bureau of Vector Control",,,Clear
,Volunteer Services,144814,Neighborhood Volunteer Services,,,Clear
,Supportive Housing,144132,Grant House Men's Location,,,Clear
,24/7 Substance Use/Mental Health Help,145133,B'more for Healthy Babies,,,Clear
,Baltimore City Public Schools Child Find,145134,B'more for Healthy Babies,,,Clear
,DUI/DWI Education,144138,Grant House Men's Location,,,Clear
,Black Mental Health Alliance,145135,B'more for Healthy Babies,,,Clear
,24 Hour Parent Helpline,145132,B'more for Healthy Babies,,,Clear
,"Research, Policy, and Publications",144735,Centro SOL,,,Clear
,DUI/DWI Education,144137,Grant House Women's Location,,,Clear
,Non-Food Related Emergency Needs,145112,Maryland Access Point,,,Clear
,Mail Pick Up (Recogida de Correo),145138,Our Daily Bread Employment Center (se habla espaÃ±ol),,,Clear
,"U.S. Citizenship and Immigration Services, Baltimore Field Office",140921,"U.S. Citizenship and Immigration Services, Baltimore Field Office",,,Clear
,"District Court of Maryland, Civil Division",142542,"Baltimore City DSS, Eviction Prevention Program",,,Clear
,Naloxone,144828,Power Inside,,,Clear
,Grocery Boxes,145000,Grocery Boxes & Produce Boxes for All,,,Clear
,Temporary Housing,144750,"Project PLASE, Inc.",,,Clear
,Temporary Housing,144749,1814 Maryland Ave,,,Clear
,Senior Farmers' Market Nutrition Program,145142,2020 Senior Farmers' Market Nutrition Program,,,Clear
,School Sites for Produce Boxes,145143,World Central Kitchen Produce Boxes,,,Clear
,Naloxone and Fentanyl Distribution,145005,Charm City Care Connection,,,Clear
,The Pride Center of Maryland,144042,The Pride Center of Maryland,,,Clear
,Syringe Services,145004,Charm City Care Connection,,,Clear
,"St. Joseph Medical Center, Cardiovascular Fitness Program",140612,"St. Joseph Medical Center, Cardiovascular Fitness Program",,,Clear
,Transitional Housing,144752,The Baltimore Station,,,Clear
,Intensive Outpatient Programming,144753,The Baltimore Station,,,Clear
,Food Distribution Map,145146,Baltimore County Food Resources,,,Clear
,"Hampden, Woodberry, Remington, Mt Washington Food Pantry",143939,"Hampden, Woodberry, Remington, Mt Washington Food Pantry",,,Clear
,Baltimore County Public Schools Meal Distribution,145147,Baltimore County Food Resources,,,Clear
,Meal Distribution for Older Adults,145148,Baltimore County Food Resources,,,Clear
,211 Maryland Resource Line,145218,COVID Telephonic Call Lines,,,Clear
,Saturday Food Distribution,145149,Baltimore County Food Resources,,,Clear
,311 Baltimore City Resource Line,145219,COVID Telephonic Call Lines,,,Clear
,Food Pantry (Despensa de Alimentos),145150,Salvation Army of Central Maryland,,,Clear
,Sinai Hospital,145221,COVID Telephonic Call Lines,,,Clear
,UMD Nursing Call Line,145222,COVID Telephonic Call Lines,,,Clear
,"Outpatient Treatment (OTP, Health Home)",144015,"Man Alive, Inc.",,,Clear
,Senior Call Check Program,145022,Senior Call Check Program,,,Clear
,Case Management,144139,Glenwood Life Counseling Center,,,Clear
,Mental Health Screening & Referral,144140,Glenwood Life Counseling Center,,,Clear
,Energy Assistance,144885,ELECTRIC & GAS ENERGY ASSISTANCE,,,Clear
,Emergency Food Delivery Program,145152,Civic Works,,,Clear
,Service 1,144662,Testing 123_Location # 2,,,Clear
,Vitality Program,145033,People Encouraging People Recovery Center,,,Clear
,"Kennedy Krieger Family Center, S.T.A.R.",143515,"Kennedy Krieger Family Center, Birth To Five Clinic",,,Clear
,Service 2,144664,Testing 123_Location # 2,,,Clear
,Service 1,144663,Testing 123_Location # 1,,,Clear
,Pro Bono Counseling Project,145130,B'more for Healthy Babies,,,Clear
,"Family League of Baltimore City, Inc.",143161,"Baltimore Housing, OHEP/Weatherization",,,Clear
,Assertive Community Treatment,145030,People Encouraging People Recovery Center,,,Clear
,C.A.R.E.S. Program,145032,People Encouraging People Recovery Center,,,Clear
,MISA Program,145034,People Encouraging People Recovery Center,,,Clear
,Young Adult Program,145035,People Encouraging People Recovery Center,,,Clear
,Residential Rehabilitation Services,145039,People Encouraging People Recovery Center,,,Clear
,Supported Living Services,145040,People Encouraging People Recovery Center,,,Clear
,Deaf Unity,145042,People Encouraging People Recovery Center,,,Clear
,Transitional Age Youth Program,145043,People Encouraging People Recovery Center,,,Clear
,Forensic Program,145044,People Encouraging People Recovery Center,,,Clear
,Youth Leadership,145048,Youth Empowered Society,,,Clear
,Intensive Case Management,145031,People Encouraging People Recovery Center,,,Clear
,Placement Services,145037,People Encouraging People Recovery Center,,,Clear
,Job Coaching and Support,145038,People Encouraging People Recovery Center,,,Clear
,Psychiatric Group Practice,145029,People Encouraging People Recovery Center,,,Clear
,FYI: For Your Independence,145045,People Encouraging People Recovery Center,,,Clear
,Attorney Grievance Commission of Maryland,140780,"Office of Child Care, Anne Arundel County",,,Clear
,Community Living Program,145036,People Encouraging People Recovery Center,,,Clear
,Affordable Housing,145041,People Encouraging People Recovery Center,,,Clear
,Recovery Services for The Treatment of Addictims & Co-Ocuring disorders,145046,People Encouraging People Recovery Center,,,Clear
,Legal Navigation,145047,Youth Empowered Society,,,Clear
,Baltimore Community Doulas,145129,B'more for Healthy Babies,,,Clear
,House of Ruth,145131,B'more for Healthy Babies,,,Clear
,Training,145051,Baltimore Child Abuse Center,,,Clear
,Housing for homeless veterans and chronically homeless veterans,145052,Project PLASE,,,Clear
,Forensic Interviews,145049,Baltimore Child Abuse Center,,,Clear
,Priority Partners Transportation Program,144048,Priority Partners MCO,,,Clear
,Housing for homeless indiviudals looking for permanent housing,145054,Project PLASE,,,Clear
,SBA Debt Relief,145061,U.S. Small Business Administration,,,Clear
,Baltimore Infants & Toddlers Program,145056,B'more for Healthy Babies,,,Clear
,DUI/DWI Education,144348,House of Change Behavioral Health,,,Clear
,Home Visiting Program,145055,B'more for Healthy Babies,,,Clear
,Community Services,144215,"Harbel Community Organization, Inc.",,,Clear
,ShareBaby Emergency Diapers Hub,145228,ShareBaby,,,Clear
,Standard Outpatient Treatment,144014,"Institute for Behavior Resources, Inc. Reach Health Services",,,Clear
,Free Portable Crib Program,145058,B'more for Healthy Babies,,,Clear
,SBA Express Bridge Loans,145060,U.S. Small Business Administration,,,Clear
,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",145057,B'more for Healthy Babies,,,Clear
,Electronic Monitoring Request,145229,Baltimore Action Legal Team - Jail Support Hotline,,,Clear
,Community Bail Fund,145230,Baltimore Action Legal Team - Jail Support Hotline,,,Clear
,Treatment and Counseling Services,145050,Baltimore Child Abuse Center,,,Clear
,Mail,144891,Franciscan Center,,,Clear
,Connect you to food service,145069,Southeast Community Development Corporation,,,Clear
,Thursday walk-in food pantry,145067,Bea Gaddy Family Center,,,Clear
,Antiviral Linkage Initiative (ALI),144107,Baltimore Crisis Response,,,Clear
,Food Pantry,145070,Coldstream Homestead Montebello Community Organization,,,Clear
,Internet Essentials,145088,Comcast Internet Essentials,,,Clear
,Moveable Feast,144908,Places to Donate,,,Clear
,Housing for homeless individuals looking for temporary housing,145053,Project PLASE,,,Clear
,Baltimore Virtual Tip Jar,144909,Places to Donate,,,Clear
,Telehealth,145083,Child Mind Institute,,,Clear
,United Way of Central Maryland,144907,Places to Donate,,,Clear
,COVID-19 Emergency Fund for Artists and Freelancers,144910,Places to Donate,,,Clear
,Symptom Checker,145084,Child Mind Institute,,,Clear
,Comprehensive Screening and Assessments,144157,"Bon Secours, New Hope Treatment Center",,,Clear
,Counseling,144113,"BACHS Healthcare, LLC - Baltimore",,,Clear
,Free Fans,145161,COVID-19 GENERAL -- Baltimore City Health Department Aging Services,,,Clear
,Senior Citizen Water Discount Program,145099,WATER DISCOUNT INFORMATION,,,Clear
,Produce Boxes,145100,Grocery Boxes & Produce Boxes for All,,,Clear
,Supplies (Suministros),145115,Our Daily Bread Employment Center (se habla espaÃ±ol),,,Clear
,The Salvation Army Adult Rehabilitation Center/Family Store,145233,Salvation Army of Central Maryland,,,Clear
,Helpline,145101,Disaster Distress Helpline,,,Clear
,Central Maryland Ecumenical Council,140039,Central Maryland Ecumenical Council,,,Clear
,Tools for Landlords,145234,COVID-19 FINANCES -- Tenant Guidance: Rent Repayment Plans,,,Clear
,ID Support,145163,Franciscan Center,,,Clear
,Birth Certificates,145164,Franciscan Center,,,Clear
,Inpatient Detoxification,145274,Tuerk House Main Campus,,,Clear
,Vocational Programs,144112,"BACHS Healthcare, LLC - Baltimore",,,Clear
,No-cost Legal Advice and Possible Representation: Public Justice Center,145103,Eviction Information and Resources,,,Clear
,Community Giveaway,145304,Project PLASE,,,Clear
,No-cost Legal Advice and Possible Representation: Disability Rights Maryland,145105,Eviction Information and Resources,,,Clear
,Housing & Transportation,144117,Behavioral Health Clinic - Downtown,,,Clear
,No-cost Legal Advice and Possible Representation: Homeless Persons Representation Project,145104,Eviction Information and Resources,,,Clear
,Apply for Energy Assistance,145238,COVID-19 UTILITIES - Office of Home Energy Programs,,,Clear
,Outpatient Treatment,145280,Nilsson House for Women,,,Clear
,Peer Support,145276,Tuerk House Main Campus,,,Clear
,No-cost Legal Advice and Possible Representation: Civil Justice Network,145106,Eviction Information and Resources,Legal,Eviction,
,Fuel Fund assistance,145239,COVID-19 UTILITIES - Fuel Fund of Maryland,Utilities,Utility Assistance,
,Salvation Army Food Delivery,145108,Maryland Access Point,,,Clear
,Food Resources,145109,Maryland Access Point,,,Clear
,Outpatient Treatment,145282,"Sister Augusta Reilly, R.S.N. Home for Women in Recovery (Coming soon)",,,Clear
,Outpatient Treatment,145283,Weisman- Kaplan House (Men),,,Clear
,Outpatient Treatment,145284,Tuerk House Main Campus,,,Clear
,FREE Childrenâ€™s MEALS - Grab & Go,145170,Be a Chef for a Day,,,Clear
,Outpatient Treatment,145281,Howard House for Men,,,Clear
,Arrest Support Form,145085,Baltimore Action Legal Team - Jail Support Hotline,,,Clear
,Peer Support,145289,Nilsson House for Women,,,Clear
,Peer Support,145290,Howard House for Men,,,Clear
,Weekly Produce Boxes Distribution,145171,Be a Chef for a Day,,,Clear
,Peer Support,145291,"Sister Augusta Reilly, R.S.N. Home for Women in Recovery (Coming soon)",,,Clear
,Peer Support,145292,Weisman- Kaplan House (Men),,,Clear
,Gateway Project and Si Puedo,145293,House of Ruth,,,Clear
,Covid SMS,145294,Covaid,,,Clear
,Utility Bill Assistance,145204,COVID-19 FINANCES -- State of Maryland (SNAP and OHEP),,,Clear
,Emergency Meal Service,145303,Baltimore Safe Haven,,,Clear
,Economic Injury Disaster Loan Emergency Advance,145059,U.S. Small Business Administration,,,Clear
,Dual Diagnosis and Evaluation,144082,"A Step Forward, Inc.",,,Clear
,Partners in Recovery,144700,"Mosaic Community Services, Baltimore City",,,Clear
,Intake Screening Assessment,144150,Belair Health Solutions,,,Clear
,Breakfast Service,145208,Beans and Bread Homeless Day Resource Center,,,Clear
,Food (Alimentos),145209,YO! Baltimore West (COMIDA),,,Clear
,Youth Success Program,145298,International Rescue Committee- Baltimore Resettlement Center,,,Clear
,Thanksgiving Food Giveaway,145301,Thanksgiving Food Giveaway,,,Clear
,Loving Arms,144051,Loving Arms,,,Clear
,Referral Services,144352,House of Change Behavioral Health,,,Clear
,Diapers (PaÃ±ales),145027,Centro SOL (Se Habla EspaÃ±ol),,,Clear
,Urinalysis,144151,Belair Health Solutions,,,Clear
,Annual Physicals,144152,Belair Health Solutions,,,Clear
,Psychiatric Rehabilitation Program (PRP),144156,"Beyond This Day Behavioral Health, Inc",,,Clear
,Housing Opportunities and Stability Program,145311,Weinberg Housing Resource Center,,,Clear
,Transitional and Supportive Housing,145313,City of Refuge,,,Clear
,Supportive Housing,145314,Don Miller Homes,,,Clear
,MEDICATION MANAGEMENT,144073,"All Walks of Life, LLC",,,Clear
,Smoking Cessation,144164,"Bon Secours, New Hope Treatment Center",,,Clear
,Relapse Prevention Family,144165,"Bon Secours, New Hope Treatment Center",,,Clear
,Addiction Recovery,144114,Behavioral Health Clinic - Downtown,,,Clear
,Patient Advisory Board,144162,"Bon Secours, New Hope Treatment Center",,,Clear
,Comprehensive Screening and Assessments,144169,"Bon Secours, Adapt Cares",,,Clear
,Patient Advisory Board,144174,"Bon Secours, Adapt Cares",,,Clear
